INDEX;NAME;SHIRTNAME;JAPANESE PLAYER NAME;SPACING;COMMENTARY;AGE;NATIONALITY;FOOT;WEIGHT;HEIGHT;FORM;WEAK FOOT ACCURACY;WEAK FOOT FREQUENCY;INJURY TOLERANCE;GROWTH TYPE;MARKET PRICE;GK 0;SW 1;CB 2;LB 3;RB 4;DMF 5;CMF 6;LMF 7;RMF 8;AMF 9;LWF 10;RWF 11;SS 12;CF 13;POSITION;ATTACK;DEFENCE;HEADER ACCURACY;DRIBBLE ACCURACY;SHORT PASS ACCURACY;SHORT PASS SPEED;LONG PASS ACCURACY;LONG PASS SPEED;SHOT ACCURACY;PLACE KICKING;SWERVE;BALL CONTROLL;GOAL KEEPING SKILLS;RESPONSE;EXPLOSIVE POWER;DRIBBLE SPEED;TOP SPEED;BODY BALANCE;STAMINA;KICKING POWER;JUMP;TENACITY;TEAMWORK;S01 1-TOUCH PLAY;S02 OUTSIDE CURVE;S03 LONG THROW;S04 SUPER-SUB;S05 SPEED MERCHANT;S06 LONG RANGE DRIVE;S07 SHOULDER FEINT SKILLS;S08 TURNING SKILLS;S09 ROULETTE SKILLS;S10 FLIP FLAP SKILLS;S11 FLICKING SKILLS;S12 SCISSORS SKILLS;S13 STEP ON SKILLS;S14 DEFT TOUCH SKILLS;S15 KNUCKLE SHOT;S16 JUMPING VOLLEY;S17 SCISSOR KICK;S18 HEEL FLICK;S19 WEIGHTED PASS;S20 DOUBLE TOUCH;S21 RUN AROUND;S22 SOMBRERO;S23 180 DRAG;S24 LUNGING TACKLE;S25 DIVING HEADER;S26 GK LONG THROW;P01 CLASSIC NO.10;P02 ANCHOR MAN;P03 TRICKSTER;P04 DARTING RUN;P05 MAZING RUN;P06 PINPOINT PASS;P07 EARLY CROSS;P08 BOX TO BOX;P09 INCISIVE RUN;P10 LONG RANGER;P11 ENFORCER;P12 GOAL POACHER;P13 DUMMY RUNNER;P14 FREE ROAMING;P15 TALISMAN;P16 FOX IN THE BOX;P17 OFFENSIVE SIDEBACK;P18 TRACK BACK;ATTACK AWARENESS;DEFENCE AWARENESS;SKIN COLOR;SKIN TEXTURE;FACE MODE;LINKED FACE;FACE SLOT;LINKED HAIR;HAIR SLOT;BOOTS;UNTUCKED SHIRT;TIGHT KIT;GLOVES;DRIBBLE STYLE;FREE KICK STYLE;PENALTY KICK STYLE;DROP KICK STYLE;GOAL CELEBRATION STYLE #1;GOAL CELEBRATION STYLE #2;CLUB TEAM;NUMBER;NATIONAL TEAM
4768;Júlio César;JULIO CESAR;???? ????;2;1294;38;Brazil;L;79;186;5;4;2;B;71;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;34;71;47;65;66;60;64;67;44;44;54;70;77;84;77;60;73;82;69;82;80;75;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Special;1;217;1;4292;16;1;1;1;1;1;1;4;0;0;;7;
4769;Luisão;LUISAO;????;2;1500;36;Brazil;R;81;192;7;5;5;B;40;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;61;79;82;67;75;77;73;75;64;61;64;72;50;84;69;70;72;87;80;82;80;84;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;1;Build;0;184;1;4259;16;1;1;1;1;1;1;1;25;37;Santos;1;
4771;Tim Howard;HOWARD;????;2;1079;38;Usa;R;88;191;7;3;3;A;47;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;28;76;55;51;49;57;50;60;45;45;45;48;82;87;69;53;67;88;56;83;80;75;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;1;Special;1;1037;1;5112;16;1;1;1;1;1;1;1;0;0;;7;
4816;Danilo Veiga;DANILO;?????;3;563;19;Portugal;R;83;183;3;1;1;B;52;5;0;0;0;0;1;0;0;0;1;0;0;0;0;0;RB;72;65;77;77;65;69;68;73;79;75;69;79;50;64;75;70;66;78;72;77;72;55;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;4;1;Build;0;737;0;4812;16;1;1;1;1;1;1;1;0;0;Gil Vicente FC;78;
4826;Adrien Thomasson;THOMASSON;???·????·???;2;0;27;France;R;72;177;4;4;4;B;68;3;0;0;0;0;0;0;1;1;1;1;0;0;0;0;AMF;77;60;69;79;77;75;77;76;73;65;67;81;50;83;81;78;78;73;83;77;72;70;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;1;1;Default;0;131;0;4536;16;1;0;0;1;1;1;1;0;0;Strasbourg;10;
4863;Andy Delort;DELORT;???·?????;2;0;30;Algeria;R;83;181;4;6;3;A;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;83;36;95;75;75;69;79;77;77;74;72;84;50;82;74;75;82;87;77;92;82;86;70;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;3;2;2;1;Build;0;131;0;4517;6;1;0;0;1;1;1;1;0;0;Nice;7;
4865;Stephen Welsh;WELSH;?? ????;2;2489;21;Scotland;R;76;180;5;4;4;B;76;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;64;73;72;73;73;82;73;74;68;69;62;74;50;80;71;79;84;85;75;82;88;73;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;249;1;4324;8;1;1;1;1;1;1;1;23;34;Celtic;57;
4868;André Mijatovic;MIJATOVIC;Janis Ikaunieks;3;0;32;Croatia;R;80;191;4;4;4;A;126;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;55;76;80;72;66;68;65;69;67;67;70;68;50;75;68;65;67;83;77;80;73;81;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;1;Default;0;131;1;5495;16;1;1;1;1;1;1;1;0;0;;7;
4871;Óliver Torres;OLIVER T.;??·???;2;0;28;Spain;R;67;174;4;6;5;B;6;7;0;0;0;0;0;0;1;1;0;1;0;0;0;0;CMF;73;55;63;86;85;79;84;78;63;71;78;87;50;74;86;81;74;72;79;74;66;70;82;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Default;0;689;0;4764;16;1;1;1;1;1;1;1;71;19;;7;
4872;Wesley Fofana;FOFANA;????;1;870;22;France;R;76;190;4;4;4;B;34;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;CB;59;85;74;74;74;76;75;75;53;52;55;73;50;87;75;77;84;81;80;68;90;73;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;6;1;Default;0;131;0;4211;16;1;1;1;1;1;1;1;0;0;;7;
4880;Hugo Neto;HUGO;???·????;3;1803;20;Brazil;L;67;175;7;3;4;A;228;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;LB;54;74;71;67;71;72;72;70;61;59;58;70;48;76;73;74;72;71;72;68;73;78;75;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;2;1;Default;0;131;0;4386;16;0;1;1;2;7;3;1;53;84;;7;
4882;Joe Gomez;GOMEZ;???·???;1;976;25;England;R;77;188;5;5;5;B;3;6;0;0;1;1;1;0;0;0;0;0;0;0;0;0;CB;65;81;75;76;80;81;82;83;58;58;63;74;50;83;74;74;86;84;83;76;73;70;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;1;Build;0;131;0;4501;1;1;1;1;1;1;1;1;0;0;Liverpool;2;
4883;Dillon Phillips;PHILLIPS;??????·????;2;0;28;England;R;75;188;6;4;4;A;197;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;77;49;54;53;54;55;63;44;45;45;50;77;83;62;54;63;85;58;77;75;76;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;1021;0;5096;12;1;1;1;1;1;1;1;0;0;Rotherham United;26;
4884;Morgan Fox;MORGAN FOX;SAM;3;0;24;Wales;L;73;185;3;5;5;A;3;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;LB;61;67;69;73;72;70;73;81;64;59;63;76;48;71;76;72;76;73;71;74;77;69;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;1;Build;0;131;0;4375;28;1;1;1;1;1;1;1;86;0;Queens Park Rangers;15;
4886;Wes Harding;HARDING;????;3;0;25;England;R;79;181;5;5;5;B;68;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;RB;69;68;69;80;78;74;74;75;73;73;78;79;50;71;79;82;81;74;78;79;70;66;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;5;1;Default;0;131;0;4517;4;1;0;0;1;1;1;1;0;0;;7;
4896;Messias;MESSIAS;???·???;3;0;27;Brazil;R;87;192;4;4;4;B;55;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;56;78;76;69;66;68;67;74;64;55;62;73;50;77;68;66;72;82;76;80;80;72;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;5;1;Build;0;131;0;4451;9;0;1;1;1;1;1;1;0;0;;7;
4898;Sergio Postigo;POSTIGO;??;3;0;29;Spain;R;78;185;5;4;4;B;11;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;55;76;75;67;68;70;70;76;55;56;62;67;50;76;68;73;72;82;77;79;78;75;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;1;Default;0;131;0;4318;4;1;1;1;1;1;1;1;0;0;Levante;15;
4910;Alexander Nübel;NUBEL;????;2;0;24;Germany;R;86;193;5;4;4;B;26;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;83;55;57;60;64;63;68;45;45;50;55;79;88;70;59;63;83;66;81;79;70;71;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;2;1;Build;0;658;0;4733;13;0;1;1;1;1;1;1;0;0;Monaco;16;
4918;Deyverson;DEYVERSON;?????;2;0;33;Brazil;L;78;187;6;5;5;A;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;82;35;81;78;79;80;80;81;83;83;83;80;50;83;80;79;81;83;80;77;79;82;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;Build;0;1689;0;4512;18;1;1;1;4;1;1;1;108;14;Atlético Mineiro;9;
4920;Stijn van Gassel;VAN GASSE;???????;2;2570;25;Netherlands;R;79;185;4;3;4;C;52;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;33;78;52;57;66;64;68;72;51;51;50;57;80;83;66;60;70;80;65;79;84;70;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Default;0;131;0;4370;5;1;1;1;1;1;1;1;0;0;Excelsior;1;
4921;Emiliano Velázquez;E. VELAZQUEZ;??????;2;0;27;Uruguay;R;79;184;4;4;4;B;54;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;56;78;78;68;69;70;73;73;57;57;60;72;50;79;71;70;76;82;78;78;82;72;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Build;0;131;0;4402;26;1;1;1;1;1;1;1;45;0;;7;
4922;Alencar;ALENCAR;???·?????;1;0;23;Brazil;L;71;182;5;5;5;B;3;4;0;0;0;0;0;1;1;0;0;0;0;0;0;0;CMF;73;55;79;76;72;75;75;76;78;72;74;79;50;76;78;78;78;75;79;76;76;67;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Build;0;723;0;4518;5;1;0;0;1;1;1;1;0;0;;7;
4923;Carlos Gruezo;GRUEZO;??????·???;1;0;22;Ecuador;R;67;171;5;1;1;A;58;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;CMF;67;70;68;78;80;78;80;77;72;65;65;79;50;84;80;73;81;80;84;82;68;77;80;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;5;1;Default;0;131;0;4519;4;0;0;0;1;1;1;1;0;0;Augsburg;25;
4928;Juninho P.;JUNINHO;??????;2;0;35;Brazil;R;72;174;7;3;2;B;1;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;CMF;92;36;77;95;85;88;89;90;89;93;92;96;50;84;86;87;84;86;84;89;77;77;76;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;1;1;Special;1;131;1;4345;16;0;1;1;1;10;2;1;0;0;;7;
4929;Carlos Harvey;HARVEY;?? ??;3;0;22;Panama;R;70;184;4;4;4;B;198;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;DMF;71;68;71;79;78;79;78;76;65;65;64;76;50;72;76;79;76;76;83;79;77;66;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;1;Default;0;130;0;4429;0;0;0;0;1;1;1;1;0;0;;20;Panamá
4934;Collin Fernandez;C. FERNANDEZ;??·???;2;0;20;Peru;R;64;173;6;5;5;B;3;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;AMF;74;52;68;79;74;74;72;72;69;72;70;78;50;75;78;79;78;74;78;76;70;72;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Build;0;131;0;4386;28;1;1;1;1;1;1;1;0;0;;7;
4940;E. Riis Jacobsen;JACOBSEN;???·?????;2;1149;25;England;R;83;190;3;1;1;B;57;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;CF;77;37;72;71;77;77;79;84;63;67;76;68;50;80;69;64;63;73;72;80;70;69;74;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;1;Default;0;361;0;4436;2;1;1;1;1;1;1;1;0;0;;7;
4947;Maloney;MALONEY;????;2;1536;33;Scotland;R;70;171;5;5;5;C;72;3;0;0;0;0;0;0;1;1;1;1;0;0;0;0;RMF;72;43;66;79;74;77;77;77;72;80;76;79;50;81;86;85;83;78;81;84;73;78;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;Special;1;955;1;5030;6;1;1;1;2;1;1;1;39;99;;7;
4949;Alex Smithies;SMITHIES;????;2;81;31;England;R;79;186;6;3;3;B;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GK;30;77;52;56;59;56;60;64;44;44;44;51;74;77;71;54;69;79;68;79;78;79;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Build;0;935;0;5010;18;1;1;1;1;1;1;4;0;0;Leicester City;12;
4953;Matthew Cash;CASH;????·??=?????;1;0;25;Poland;R;75;185;6;5;5;B;51;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;RB;71;67;64;77;74;73;81;78;68;66;80;75;50;76;84;82;83;77;90;76;66;77;72;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;3;2;2;1;Default;0;1395;1;5470;21;1;1;1;1;1;1;1;51;0;Aston Villa;2;Polónia
4962;Milevskyi;MILEVSKYI;????·??????;2;1713;27;Ukraine;R;83;190;4;6;5;B;58;5;0;0;0;0;0;0;0;0;0;1;0;0;1;1;CF;78;41;74;85;82;75;75;74;74;68;71;84;50;73;69;76;75;85;78;79;70;82;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Special;1;1017;1;5092;2;1;1;1;1;1;1;1;0;0;;7;
4979;Rodrigo Gomes;RODRIGO;???·????????;3;2098;21;Portugal;R;67;175;5;5;5;A;2;4;0;0;0;0;0;0;0;1;1;1;1;0;0;0;RMF;79;61;75;76;81;79;79;78;79;79;81;77;40;78;82;77;80;81;80;81;77;62;65;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;1;Build;0;1328;0;4564;3;1;1;1;2;8;1;1;108;13;;7;
4984;Joel Waterman;WATERMAN;?????·??????;3;390;26;Canada;R;74;188;5;5;5;A;3;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;CB;53;65;70;73;68;66;72;66;55;55;55;70;50;70;80;68;74;75;77;66;74;65;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;Default;0;1778;0;5853;1;1;0;0;1;1;1;1;0;0;;26;Canadá
4992;Sergio Otálvaro;S. OTALVARO;??;2;0;29;Northern Ireland;R;74;185;8;5;4;C;3;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;CB;58;79;82;70;70;71;72;73;58;64;65;72;50;78;68;72;69;86;78;76;74;83;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Special;1;1277;1;5352;28;1;1;1;1;1;1;1;0;0;Olimpia;20;
4993;Oscar Rojas;OSCAR ROJAS;????;2;0;34;Northern Ireland;R;71;179;6;5;5;B;3;2;0;0;1;1;1;1;1;0;0;0;0;0;0;0;CB;69;73;82;76;74;75;76;78;66;74;70;75;50;73;78;80;82;83;84;85;80;82;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;Special;1;1287;1;5362;16;1;1;1;1;1;1;1;0;0;Defensor;27;Irlanda do Norte
4998;Alejandro Gómez;ALEJANDRO GOMEZ;?????;2;198;25;Spain;R;75;182;5;5;5;A;56;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;CB;55;73;76;68;68;69;67;69;53;50;50;67;50;77;75;66;77;79;79;76;76;69;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4414;16;1;1;1;1;1;1;1;0;0;;7;
5007;Troy Parrott;PARROTT;????·??????;2;0;20;Ireland;R;72;185;3;6;5;B;63;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;68;35;70;73;74;73;66;65;72;71;71;76;50;69;69;74;76;76;70;80;73;63;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;1;Build;0;360;0;4435;16;1;1;1;1;1;1;1;0;0;;10;Irlanda
5024;Adrián Bernabé;BERNABE;????·??????;3;0;20;Spain;L;64;170;4;5;3;A;55;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;RMF;61;31;55;78;75;68;74;66;61;62;65;76;50;61;81;77;76;67;68;71;56;57;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;Build;0;131;0;4451;2;1;0;0;1;1;1;1;0;0;Parma;16;
5029;Marco van Basten;VAN BASTEN;????;2;0;23;Netherlands;R;80;188;5;7;6;C;84;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;97;42;95;90;85;77;83;74;97;77;78;92;50;93;82;86;83;85;76;84;85;72;77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;Special;1;131;1;4323;13;0;0;0;3;2;4;1;0;0;;18;Holanda Clássica
5031;Ruslan Litvinov;LITVINOV;.;2;0;20;Russia;R;72;183;5;1;1;A;1;7;0;0;1;0;0;1;1;0;0;0;0;0;0;0;CB;63;74;72;72;83;80;70;74;76;72;68;69;50;78;74;65;62;68;84;72;82;62;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;1;Build;0;131;0;4536;16;1;1;1;1;1;1;1;0;0;Spartak Moscow;68;
5036;Ivan Ordets;IVAN ORDETS;???????·??????;2;0;24;Ukraine;L;73;180;5;3;3;B;60;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;CB;61;76;65;78;72;72;80;77;64;66;72;75;50;72;74;77;83;76;82;76;75;74;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;1;1;Default;0;131;0;4299;16;1;1;1;1;1;1;1;0;0;;7;
5038;Frank de Boer;F. DE BOER;??? ???;2;0;28;Netherlands;L;79;179;6;4;4;A;22;6;0;1;1;1;0;1;0;0;0;0;0;0;0;0;CB;70;85;85;78;85;87;92;88;72;89;90;80;50;85;79;75;78;83;84;89;83;84;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;1;Default;0;131;0;4308;13;0;1;1;3;2;1;1;0;0;;7;
5050;Andres Cadavid;CADAVID;???·???;2;0;33;Colombia;R;76;180;6;4;5;B;54;4;0;0;1;0;1;1;0;0;0;0;0;0;0;0;CB;59;76;73;69;65;78;66;81;60;70;61;67;50;82;78;72;95;81;78;83;85;71;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;1;Build;0;131;1;4353;16;1;0;0;4;1;1;1;0;0;;7;
5069;Junior Fernandes;JR. FERNANDES;?????;2;1975;33;Chile;R;77;181;4;3;3;B;241;2;0;0;0;0;0;0;0;0;0;0;1;1;1;1;SS;81;40;76;76;76;69;75;75;78;69;79;74;50;68;84;85;83;75;80;83;78;73;65;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;5;1;Default;0;131;0;4317;25;1;1;1;1;1;1;1;0;0;Universidad de Chile;9;Chile
5097;Ronaldo Dinolis;DINOLIS;??·????;3;0;27;Panama;R;67;170;3;4;5;A;100;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CF;69;34;72;77;72;71;69;67;72;72;70;77;53;73;71;75;81;80;74;76;76;64;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;5;1;Default;0;131;0;4372;28;1;1;1;1;1;1;1;0;0;Independiente Santa Fé;19;
5104;Phil Foden;FODEN;??????;2;0;22;England;L;69;171;4;5;5;A;68;7;0;0;0;0;0;0;1;1;1;1;1;1;1;0;RWF;84;41;61;94;84;82;87;82;81;64;80;93;50;78;91;93;82;73;80;87;61;70;75;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;3;2;1;1;Build;0;131;0;4498;20;1;1;1;1;1;1;1;23;38;Manchester City;47;Inglaterra
5106;Marco Farfan;MARCO FARFAN;?? ??;2;820;23;Usa;L;76;180;4;1;1;B;28;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;LB;64;63;72;76;70;75;81;80;59;64;78;76;50;68;80;67;70;76;74;85;67;68;71;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;3;1;Build;0;1095;0;5170;16;1;1;1;4;1;1;1;0;0;;7;
5117;Omar Gaber;O. GABER;????;1;0;21;Egypt;R;70;174;6;6;7;A;54;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;RMF;75;76;62;75;75;72;68;70;71;62;68;75;50;72;76;78;80;68;75;75;71;70;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;1;Build;0;1361;0;4499;23;1;1;1;1;1;1;1;0;0;;14;Egipto
